"date","item","value","year","ytd_avg","ma_6day"
1995-10-01,"pce",5013.9,1995,4939.81,4986.75
1995-11-01,"pce",5055.6,1995,4950.33636363636,5007.16666666667
1995-12-01,"pce",5097.5,1995,4962.6,5027.16666666667
1996-01-01,"pce",5085.7,1996,5085.7,5046.41666666667
1996-02-01,"pce",5132.8,1996,5109.25,5067.66666666667
1996-03-01,"pce",5173.3,1996,5130.6,5093.13333333333
1996-04-01,"pce",5208,1996,5149.95,5125.48333333333
1996-05-01,"pce",5223.8,1996,5164.72,5153.51666666667
1996-06-01,"pce",5229.8,1996,5175.56666666667,5175.56666666667
1996-07-01,"pce",5251.9,1996,5186.47142857143,5203.26666666667
1996-08-01,"pce",5275,1996,5197.5375,5226.96666666667
1996-09-01,"pce",5296.6,1996,5208.54444444444,5247.51666666667
1996-10-01,"pce",5328.5,1996,5220.54,5267.6
1996-11-01,"pce",5351.2,1996,5232.41818181818,5288.83333333333
1996-12-01,"pce",5378.6,1996,5244.6,5313.63333333333
1997-01-01,"pce",5411.1,1997,5411.1,5340.16666666667
1997-02-01,"pce",5434,1997,5422.55,5366.66666666667
1997-03-01,"pce",5454.2,1997,5433.1,5392.93333333333
1997-04-01,"pce",5459.3,1997,5439.65,5414.73333333333
1997-05-01,"pce",5460.2,1997,5443.76,5432.9
1997-06-01,"pce",5494.2,1997,5452.16666666667,5452.16666666667
1997-07-01,"pce",5548.8,1997,5465.97142857143,5475.11666666667
1997-08-01,"pce",5587,1997,5481.1,5500.61666666667
1997-09-01,"pce",5601.7,1997,5494.5,5525.2
1997-10-01,"pce",5637.7,1997,5508.82,5554.93333333333
1997-11-01,"pce",5661.1,1997,5522.66363636364,5588.41666666667
1997-12-01,"pce",5692.1,1997,5536.78333333333,5621.4
1998-01-01,"pce",5689.9,1998,5689.9,5644.91666666667
1998-02-01,"pce",5723.8,1998,5706.85,5667.71666666667
1998-03-01,"pce",5750.3,1998,5721.33333333333,5692.48333333333
1998-04-01,"pce",5788.1,1998,5738.025,5717.55
1998-05-01,"pce",5837.9,1998,5758,5747.01666666667
1998-06-01,"pce",5871.7,1998,5776.95,5776.95
1998-07-01,"pce",5890,1998,5793.1,5810.3
1998-08-01,"pce",5925,1998,5809.5875,5843.83333333333
1998-09-01,"pce",5965.6,1998,5826.92222222222,5879.71666666667
1998-10-01,"pce",5998.8,1998,5844.11,5914.83333333333
1998-11-01,"pce",6015.4,1998,5859.68181818182,5944.41666666667
1998-12-01,"pce",6070.5,1998,5877.25,5977.55
1999-01-01,"pce",6072.9,1999,6072.9,6008.03333333333
1999-02-01,"pce",6101.8,1999,6087.35,6037.5
1999-03-01,"pce",6132.9,1999,6102.53333333333,6065.38333333333
1999-04-01,"pce",6196.2,1999,6125.95,6098.28333333333
1999-05-01,"pce",6225.7,1999,6145.9,6133.33333333333
1999-06-01,"pce",6254,1999,6163.91666666667,6163.91666666667
1999-07-01,"pce",6281.5,1999,6180.71428571429,6198.68333333333
1999-08-01,"pce",6326.5,1999,6198.9375,6236.13333333333
1999-09-01,"pce",6378.8,1999,6218.92222222222,6277.11666666667
1999-10-01,"pce",6402.1,1999,6237.24,6311.43333333333
1999-11-01,"pce",6437.9,1999,6255.48181818182,6346.8
1999-12-01,"pce",6538.7,1999,6279.08333333333,6394.25
2000-01-01,"pce",6535.3,2000,6535.3,6436.55
2000-02-01,"pce",6619.7,2000,6577.5,6485.41666666667
2000-03-01,"pce",6685.8,2000,6613.6,6536.58333333333
2000-04-01,"pce",6671.1,2000,6627.975,6581.41666666667
2000-05-01,"pce",6707.6,2000,6643.9,6626.36666666667
2000-06-01,"pce",6743.9,2000,6660.56666666667,6660.56666666667
2000-07-01,"pce",6764.1,2000,6675.35714285714,6698.7
2000-08-01,"pce",6799.1,2000,6690.825,6728.6
2000-09-01,"pce",6882.9,2000,6712.16666666667,6761.45
2000-10-01,"pce",6888.2,2000,6729.77,6797.63333333333
2000-11-01,"pce",6902.4,2000,6745.46363636364,6830.1
2000-12-01,"pce",6945.7,2000,6762.15,6863.73333333333
2001-01-01,"pce",6977,2001,6977,6899.21666666667
2001-02-01,"pce",6995.8,2001,6986.4,6932
2001-03-01,"pce",6987.9,2001,6986.9,6949.5
2001-04-01,"pce",7001.2,2001,6990.475,6968.33333333333
2001-05-01,"pce",7047.1,2001,7001.8,6992.45
2001-06-01,"pce",7060.7,2001,7011.61666666667,7011.61666666667
2001-07-01,"pce",7072.2,2001,7020.27142857143,7027.48333333333
2001-08-01,"pce",7108.9,2001,7031.35,7046.33333333333
2001-09-01,"pce",7012.8,2001,7029.28888888889,7050.48333333333
2001-10-01,"pce",7208.4,2001,7047.2,7085.01666666667
2001-11-01,"pce",7167.9,2001,7058.17272727273,7105.15
2001-12-01,"pce",7147.7,2001,7065.63333333333,7119.65
2002-01-01,"pce",7174.3,2002,7174.3,7136.66666666667
2002-02-01,"pce",7218.3,2002,7196.3,7154.9
2002-03-01,"pce",7237.2,2002,7209.93333333333,7192.3
2002-04-01,"pce",7305.4,2002,7233.8,7208.46666666667
2002-05-01,"pce",7282.7,2002,7243.58,7227.6
2002-06-01,"pce",7318.2,2002,7256.01666666667,7256.01666666667
2002-07-01,"pce",7380.4,2002,7273.78571428571,7290.36666666667
2002-08-01,"pce",7401.5,2002,7289.75,7320.9
2002-09-01,"pce",7391,2002,7301,7346.53333333333
2002-10-01,"pce",7430.7,2002,7313.97,7367.41666666667
2002-11-01,"pce",7459.7,2002,7327.21818181818,7396.91666666667
2002-12-01,"pce",7512.8,2002,7342.68333333333,7429.35
2003-01-01,"pce",7533.1,2003,7533.1,7454.8
2003-02-01,"pce",7535.9,2003,7534.5,7477.2
2003-03-01,"pce",7598.4,2003,7555.8,7511.76666666667
2003-04-01,"pce",7621,2003,7572.1,7543.48333333333
2003-05-01,"pce",7628.1,2003,7583.3,7571.55
2003-06-01,"pce",7678.6,2003,7599.18333333333,7599.18333333333
2003-07-01,"pce",7738.2,2003,7619.04285714286,7633.36666666667
2003-08-01,"pce",7834.5,2003,7645.975,7683.13333333333
2003-09-01,"pce",7835,2003,7666.97777777778,7722.56666666667
2003-10-01,"pce",7845.7,2003,7684.85,7760.01666666667
2003-11-01,"pce",7899.6,2003,7704.37272727273,7805.26666666667
2003-12-01,"pce",7929.2,2003,7723.10833333333,7847.03333333333
2004-01-01,"pce",7987.4,2004,7987.4,7888.56666666667
2004-02-01,"pce",8019.8,2004,8003.6,7919.45
2004-03-01,"pce",8076,2004,8027.73333333333,7959.61666666667
2004-04-01,"pce",8088.6,2004,8042.95,8000.1
2004-05-01,"pce",8163.2,2004,8067,8044.03333333333
2004-06-01,"pce",8147.2,2004,8080.36666666667,8080.36666666667
2004-07-01,"pce",8218.9,2004,8100.15714285714,8118.95
2004-08-01,"pce",8253.1,2004,8119.275,8157.83333333333
2004-09-01,"pce",8321.1,2004,8141.7,8198.68333333333
2004-10-01,"pce",8374.6,2004,8164.99,8246.35
